Unnamed: 0,passResult,offenseFormation,personnelO,personnelD,defendersInBox,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,playDirection
212,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
213,C,SHOTGUN,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Red Zone,Other,left
214,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
215,S,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
216,C,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR","6 DL, 2 LB, 3 DB",11.0,DESIGNED_ROLLOUT_LEFT,1,Goal Line,Other,right
217,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
218,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
219,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-6,Zone,right
220,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Quarters,Zone,left
221,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Quarters,Zone,left
222,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
223,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,SCRAMBLE,0,2-Man,Man,right
224,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
225,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
226,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,right
227,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,1,Cover-1,Man,left
228,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
229,C,I_FORM,"2 RB, 2 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
230,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-3,Zone,left
231,C,I_FORM,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,right
232,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
233,I,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
234,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,left
235,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Red Zone,Other,right
236,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,SCRAMBLE,0,2-Man,Man,left
237,R,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,SCRAMBLE,0,Cover-2,Zone,right
238,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
239,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
240,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-6,Zone,left
241,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-6,Zone,left
242,I,SINGLEBACK,"6 OL, 1 RB, 2 TE, 1 WR","4 DL, 4 LB, 3 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
243,I,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR","4 DL, 4 LB, 3 DB",11.0,TRADITIONAL,1,Goal Line,Other,right
244,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-0,Man,right
245,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
246,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
247,I,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
248,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
249,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,right
250,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,left
251,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
252,C,SHOTGUN,"1 RB, 0 TE, 4 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
253,R,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,Cover-2,Zone,left
254,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
255,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
256,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-1,Man,right
257,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
258,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",8.0,TRADITIONAL,0,Cover-1,Man,right
259,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
260,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-0,Man,right
261,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
262,I,SHOTGUN,"1 RB, 0 TE, 4 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
263,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
264,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,1,Cover-3,Zone,right
265,I,SHOTGUN,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
266,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
267,S,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
268,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
269,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",7.0,TRADITIONAL,1,Cover-1,Man,left
270,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,SCRAMBLE,0,Cover-3,Zone,right
271,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
272,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-2,Zone,left
273,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,left
274,C,I_FORM,"1 RB, 3 TE, 1 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,1,Cover-3,Zone,right
275,C,SHOTGUN,"1 RB, 0 TE, 4 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
276,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,SCRAMBLE,0,Cover-2,Zone,left
277,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
278,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,,1,Cover-3,Zone,right
279,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,right
280,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
281,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
282,I,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-1,Man,right
283,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,0,Cover-2,Zone,left
284,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-6,Zone,left
285,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
286,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
287,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
288,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
289,R,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,SCRAMBLE,0,Cover-1,Man,right
290,I,EMPTY,"0 RB, 1 TE, 4 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
291,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
292,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
293,R,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE,0,Cover-3,Zone,right
294,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
295,S,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
296,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
297,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,Cover-1,Man,left
298,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 5 LB, 2 DB",9.0,TRADITIONAL,1,Cover-0,Man,right
299,C,I_FORM,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
300,I,EMPTY,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
301,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
302,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
303,S,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
304,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Bracket,Other,left
305,C,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
306,C,I_FORM,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,left
307,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,0,Cover-1,Man,right
308,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
309,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
310,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,2-Man,Man,left
311,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,right
312,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 5 LB, 2 DB",9.0,DESIGNED_ROLLOUT_LEFT,1,Cover-0,Man,right
313,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
314,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
315,R,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-3,Zone,right
316,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
317,I,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-0,Man,right
318,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
319,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
320,S,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,Cover-1,Man,left
321,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
322,I,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-0,Man,right
323,C,I_FORM,"2 RB, 2 TE, 1 WR","4 DL, 2 LB, 5 DB",9.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-1,Man,right
324,S,SHOTGUN,"2 RB, 0 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
325,IN,EMPTY,"2 QB, 1 RB, 3 TE, 0 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
326,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-0,Man,right
327,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
328,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,0,Cover-0,Man,left
329,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
330,I,EMPTY,"0 RB, 2 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
331,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
332,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,,0,Cover-3,Zone,left
333,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",9.0,TRADITIONAL,1,Red Zone,Other,left
334,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
335,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
336,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,0,Quarters,Zone,left
337,S,SINGLEBACK,"6 OL, 1 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
338,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",6.0,SCRAMBLE,1,Quarters,Zone,right
339,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
340,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,2-Man,Man,left
341,S,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
342,C,SHOTGUN,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
343,I,EMPTY,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
344,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
345,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-6,Zone,right
346,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
347,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
348,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-6,Zone,right
349,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
350,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
351,I,SHOTGUN,"1 RB, 0 TE, 4 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
352,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
353,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
354,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,0,Cover-3,Zone,left
355,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,,0,Cover-6,Zone,left
356,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
357,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
358,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
359,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
360,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
361,I,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
362,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
363,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,0,Cover-6,Zone,left
364,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,Quarters,Zone,right
365,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Quarters,Zone,right
366,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE,1,Cover-2,Zone,right
367,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",8.0,,0,Cover-0,Man,right
368,S,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
369,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
370,S,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-0,Man,left
371,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
372,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,2-Man,Man,right
373,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
374,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-1,Man,right
375,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Quarters,Zone,left
376,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,,0,Cover-2,Zone,left
377,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
378,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",3.0,,0,Quarters,Zone,right
379,IN,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,,1,Cover-3,Zone,right
380,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-0,Man,left
381,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 3 LB, 7 DB",3.0,TRADITIONAL,0,Prevent,Other,right
382,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
383,S,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Red Zone,Other,left
384,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,SCRAMBLE,0,Cover-0,Man,left
385,R,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,right
386,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-1,Man,right
387,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,SCRAMBLE,0,Cover-2,Zone,left
388,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
389,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
390,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-0,Man,left
391,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
392,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
393,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,0,Cover-1,Man,right
394,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
395,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Red Zone,Other,left
396,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
397,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
398,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
399,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
